t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSMUSG00000075104	ENSMUST00000214442.Olfr1219	reg_566	ENSMUST00000214442.Olfr1219.119170	many2many
ENSMUSG00000075104	ENSMUST00000214442.Olfr1219	reg_2190	ENSMUST00000214442.Olfr1219.43658	many2many
ENSMUSG00000075104	ENSMUST00000214442.Olfr1219	reg_3082	ENSMUST00000214442.Olfr1219.83836	many2many
ENSMUSG00000075104	ENSMUST00000214442.Olfr1219	reg_1009	ENSMUST00000214442.Olfr1219.104687	many2many
ENSMUSG00000075104	ENSMUST00000214442.Olfr1219	reg_195	ENSMUST00000214442.Olfr1219.80026	many2many
ENSMUSG00000075104	ENSMUST00000215225.Olfr1219	reg_42	ENSMUST00000215225.Olfr1219.28384	many2many
ENSMUSG00000075104	ENSMUST00000215225.Olfr1219	reg_2190	ENSMUST00000215225.Olfr1219.43658	many2many
ENSMUSG00000075104	ENSMUST00000215225.Olfr1219	reg_566	ENSMUST00000215225.Olfr1219.119170	many2many
ENSMUSG00000075104	ENSMUST00000215225.Olfr1219	reg_3518	ENSMUST00000215225.Olfr1219.77347	many2many
ENSMUSG00000075104	ENSMUST00000215225.Olfr1219	reg_3082	ENSMUST00000215225.Olfr1219.83836	many2many
ENSMUSG00000075104	ENSMUST00000215225.Olfr1219	reg_195	ENSMUST00000215225.Olfr1219.80026	many2many
ENSMUSG00000075104	ENSMUST00000213724.Olfr1219	reg_42	ENSMUST00000213724.Olfr1219.28384	many2many
ENSMUSG00000075104	ENSMUST00000213724.Olfr1219	reg_3082	ENSMUST00000213724.Olfr1219.83836	many2many
ENSMUSG00000075104	ENSMUST00000213724.Olfr1219	reg_566	ENSMUST00000213724.Olfr1219.119170	many2many
ENSMUSG00000075104	ENSMUST00000217421.Olfr1219	reg_2190	ENSMUST00000217421.Olfr1219.43658	many2many
ENSMUSG00000075104	ENSMUST00000217421.Olfr1219	reg_566	ENSMUST00000217421.Olfr1219.119170	many2many
ENSMUSG00000075104	ENSMUST00000217421.Olfr1219	reg_42	ENSMUST00000217421.Olfr1219.28384	many2many
ENSMUSG00000075104	ENSMUST00000217421.Olfr1219	reg_3082	ENSMUST00000217421.Olfr1219.83836	many2many
ENSMUSG00000075104	ENSMUST00000217421.Olfr1219	reg_195	ENSMUST00000217421.Olfr1219.80026	many2many
ENSMUSG00000075104	ENSMUST00000217421.Olfr1219	reg_3518	ENSMUST00000217421.Olfr1219.77347	many2many
ENSMUSG00000075384	ENSMUST00000213988.Olfr3	reg_126	ENSMUST00000213988.Olfr3.104607	many2many
ENSMUSG00000060583	ENSMUST00000074611.Olfr881	reg_453	ENSMUST00000074611.Olfr881.46885	many2many
ENSMUSG00000060583	ENSMUST00000212489.Olfr881	reg_453	ENSMUST00000212489.Olfr881.46885	many2many
ENSMUSG00000067524	ENSMUST00000087824.Olfr1428	reg_6602	ENSMUST00000087824.Olfr1428.31337	many2many
ENSMUSG00000067524	ENSMUST00000087824.Olfr1428	reg_1003	ENSMUST00000087824.Olfr1428.688513	many2many
ENSMUSG00000067524	ENSMUST00000214103.Olfr1428	reg_1003	ENSMUST00000214103.Olfr1428.688513	many2many
ENSMUSG00000067524	ENSMUST00000214103.Olfr1428	reg_6602	ENSMUST00000214103.Olfr1428.31337	many2many
ENSMUSG00000057067	ENSMUST00000172965.Olfr297	reg_2435	ENSMUST00000172965.Olfr297.104763	many2many
ENSMUSG00000057067	ENSMUST00000172965.Olfr297	reg_9189	ENSMUST00000172965.Olfr297.92062	many2many
ENSMUSG00000057067	ENSMUST00000172965.Olfr297	reg_16780	ENSMUST00000172965.Olfr297.106713	many2many
ENSMUSG00000057067	ENSMUST00000172965.Olfr297	reg_14867	ENSMUST00000172965.Olfr297.101286	many2many
ENSMUSG00000057067	ENSMUST00000172965.Olfr297	reg_17456	ENSMUST00000172965.Olfr297.103029	many2many
ENSMUSG00000075092	ENSMUST00000213860.Olfr1232	reg_46	ENSMUST00000213860.Olfr1232.47780	many2many
ENSMUSG00000075379	ENSMUST00000216437.Olfr358	reg_3181	ENSMUST00000216437.Olfr358.21420	many2many
ENSMUSG00000075379	ENSMUST00000100146.Olfr358	reg_3181	ENSMUST00000100146.Olfr358.21420	many2many
ENSMUSG00000046450	ENSMUST00000107862.Olfr71	reg_15562	ENSMUST00000107862.Olfr71.5705	many2many
ENSMUSG00000046450	ENSMUST00000107862.Olfr71	reg_11638	ENSMUST00000107862.Olfr71.754080	many2many
ENSMUSG00000046450	ENSMUST00000055401.Olfr71	reg_11638	ENSMUST00000055401.Olfr71.754080	many2many
ENSMUSG00000046450	ENSMUST00000055401.Olfr71	reg_15562	ENSMUST00000055401.Olfr71.5705	many2many
ENSMUSG00000046450	ENSMUST00000217544.Olfr71	reg_15562	ENSMUST00000217544.Olfr71.5705	many2many
ENSMUSG00000046450	ENSMUST00000217544.Olfr71	reg_11638	ENSMUST00000217544.Olfr71.754080	many2many
ENSMUSG00000047039	ENSMUST00000217376.Olfr1151	reg_2705	ENSMUST00000217376.Olfr1151.205155	many2many
ENSMUSG00000047039	ENSMUST00000217376.Olfr1151	reg_7829	ENSMUST00000217376.Olfr1151.24665	many2many
ENSMUSG00000047039	ENSMUST00000217376.Olfr1151	reg_4626	ENSMUST00000217376.Olfr1151.159251	many2many
ENSMUSG00000045528	ENSMUST00000062535.Olfr891	reg_837	ENSMUST00000062535.Olfr891.82177	many2many
ENSMUSG00000068818	ENSMUST00000090711.Olfr1132	reg_17225	ENSMUST00000090711.Olfr1132.225545	many2many
ENSMUSG00000068818	ENSMUST00000090711.Olfr1132	reg_318	ENSMUST00000090711.Olfr1132.103697	many2many
ENSMUSG00000068818	ENSMUST00000216082.Olfr1132	reg_17225	ENSMUST00000216082.Olfr1132.225545	many2many
ENSMUSG00000068818	ENSMUST00000216082.Olfr1132	reg_318	ENSMUST00000216082.Olfr1132.103697	many2many
ENSMUSG00000068818	ENSMUST00000216082.Olfr1132	reg_584	ENSMUST00000216082.Olfr1132.54403	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_111	ENSMUST00000216162.Olfr1065.23231	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_104	ENSMUST00000216162.Olfr1065.25718	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_110	ENSMUST00000216162.Olfr1065.35336	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_46	ENSMUST00000216162.Olfr1065.111571	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_4515	ENSMUST00000216162.Olfr1065.269095	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_65	ENSMUST00000216162.Olfr1065.199542	many2many
ENSMUSG00000111306	ENSMUST00000216162.Olfr1065	reg_74	ENSMUST00000216162.Olfr1065.73875	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_104	ENSMUST00000217586.Olfr1065.25718	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_110	ENSMUST00000217586.Olfr1065.35336	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_111	ENSMUST00000217586.Olfr1065.23231	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_74	ENSMUST00000217586.Olfr1065.73875	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_46	ENSMUST00000217586.Olfr1065.111571	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_65	ENSMUST00000217586.Olfr1065.199542	many2many
ENSMUSG00000111306	ENSMUST00000217586.Olfr1065	reg_4515	ENSMUST00000217586.Olfr1065.269095	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_65	ENSMUST00000213789.Olfr1065.199542	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_110	ENSMUST00000213789.Olfr1065.35336	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_74	ENSMUST00000213789.Olfr1065.73875	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_4515	ENSMUST00000213789.Olfr1065.269095	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_104	ENSMUST00000213789.Olfr1065.25718	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_111	ENSMUST00000213789.Olfr1065.23231	many2many
ENSMUSG00000111306	ENSMUST00000213789.Olfr1065	reg_46	ENSMUST00000213789.Olfr1065.111571	many2many
ENSMUSG00000048226	ENSMUST00000055895.Olfr1212	reg_44	ENSMUST00000055895.Olfr1212.18801	many2many
ENSMUSG00000048226	ENSMUST00000055895.Olfr1212	reg_3518	ENSMUST00000055895.Olfr1212.85531	many2many
ENSMUSG00000048226	ENSMUST00000055895.Olfr1212	reg_195	ENSMUST00000055895.Olfr1212.92324	many2many
ENSMUSG00000048226	ENSMUST00000055895.Olfr1212	reg_3240	ENSMUST00000055895.Olfr1212.69080	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_108	ENSMUST00000215781.Olfr1212.75658	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_2191	ENSMUST00000215781.Olfr1212.103708	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_3240	ENSMUST00000215781.Olfr1212.69080	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_1009	ENSMUST00000215781.Olfr1212.101170	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_44	ENSMUST00000215781.Olfr1212.18801	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_195	ENSMUST00000215781.Olfr1212.92324	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_5227	ENSMUST00000215781.Olfr1212.105816	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_126	ENSMUST00000215781.Olfr1212.52335	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_3	ENSMUST00000215781.Olfr1212.97052	many2many
ENSMUSG00000048226	ENSMUST00000215781.Olfr1212	reg_3518	ENSMUST00000215781.Olfr1212.85531	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_126	ENSMUST00000216261.Olfr204.89071	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_75	ENSMUST00000216261.Olfr204.49805	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_2802	ENSMUST00000216261.Olfr204.59930	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_2799	ENSMUST00000216261.Olfr204.107105	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_5170	ENSMUST00000216261.Olfr204.45812	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_4626	ENSMUST00000216261.Olfr204.48802	many2many
ENSMUSG00000095928	ENSMUST00000216261.Olfr204	reg_585	ENSMUST00000216261.Olfr204.82647	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_8824	ENSMUST00000080106.Olfr493.82978	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_1939	ENSMUST00000080106.Olfr493.41916	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_892	ENSMUST00000080106.Olfr493.78307	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_757	ENSMUST00000080106.Olfr493.79689	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_75	ENSMUST00000080106.Olfr493.79910	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_7922	ENSMUST00000080106.Olfr493.71212	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_70	ENSMUST00000080106.Olfr493.40940	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_1001	ENSMUST00000080106.Olfr493.276557	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_6348	ENSMUST00000080106.Olfr493.85493	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_879	ENSMUST00000080106.Olfr493.30547	many2many
ENSMUSG00000093980	ENSMUST00000080106.Olfr493	reg_1978	ENSMUST00000080106.Olfr493.77643	many2many
ENSMUSG00000075380	ENSMUST00000213574.Olfr355	reg_13068	ENSMUST00000213574.Olfr355.26057	many2many
ENSMUSG00000075380	ENSMUST00000213574.Olfr355	reg_126	ENSMUST00000213574.Olfr355.112192	many2many
ENSMUSG00000075380	ENSMUST00000100147.Olfr355	reg_13068	ENSMUST00000100147.Olfr355.26057	many2many
ENSMUSG00000068816	ENSMUST00000215394.Olfr152	reg_2233	ENSMUST00000215394.Olfr152.73529	many2many
ENSMUSG00000068816	ENSMUST00000215394.Olfr152	reg_566	ENSMUST00000215394.Olfr152.72971	many2many
ENSMUSG00000068816	ENSMUST00000215394.Olfr152	reg_111	ENSMUST00000215394.Olfr152.55099	many2many
ENSMUSG00000068816	ENSMUST00000105210.Olfr152	reg_111	ENSMUST00000105210.Olfr152.55099	many2many
ENSMUSG00000068816	ENSMUST00000105210.Olfr152	reg_566	ENSMUST00000105210.Olfr152.72971	many2many
ENSMUSG00000068816	ENSMUST00000105210.Olfr152	reg_2233	ENSMUST00000105210.Olfr152.73529	many2many
ENSMUSG00000110947	ENSMUST00000214477.Olfr1333	reg_571	ENSMUST00000214477.Olfr1333.80592	many2many
ENSMUSG00000110947	ENSMUST00000214477.Olfr1333	reg_13088	ENSMUST00000214477.Olfr1333.45186	many2many
ENSMUSG00000110947	ENSMUST00000214477.Olfr1333	reg_3867	ENSMUST00000214477.Olfr1333.26634	many2many
ENSMUSG00000094858	ENSMUST00000213398.Olfr1297	reg_2123	ENSMUST00000213398.Olfr1297.96432	many2many
ENSMUSG00000110912	ENSMUST00000213185.Olfr1080	reg_571	ENSMUST00000213185.Olfr1080.249902	many2many
ENSMUSG00000110912	ENSMUST00000213185.Olfr1080	reg_114	ENSMUST00000213185.Olfr1080.23076	many2many
ENSMUSG00000110912	ENSMUST00000213185.Olfr1080	reg_106	ENSMUST00000213185.Olfr1080.32602	many2many
ENSMUSG00000063188	ENSMUST00000216844.Olfr107	reg_2800	ENSMUST00000216844.Olfr107.59385	many2many
ENSMUSG00000063188	ENSMUST00000215947.Olfr107	reg_2800	ENSMUST00000215947.Olfr107.59385	many2many
ENSMUSG00000063188	ENSMUST00000215974.Olfr107	reg_2800	ENSMUST00000215974.Olfr107.59385	many2many
ENSMUSG00000063188	ENSMUST00000215894.Olfr107	reg_2800	ENSMUST00000215894.Olfr107.59385	many2many
ENSMUSG00000063188	ENSMUST00000077008.Olfr107	reg_2800	ENSMUST00000077008.Olfr107.59385	many2many
ENSMUSG00000049280	ENSMUST00000215075.Olfr509	reg_10499	ENSMUST00000215075.Olfr509.27250	many2many
ENSMUSG00000049280	ENSMUST00000215075.Olfr509	reg_126	ENSMUST00000215075.Olfr509.74470	many2many
ENSMUSG00000049280	ENSMUST00000215075.Olfr509	reg_4691	ENSMUST00000215075.Olfr509.118910	many2many
ENSMUSG00000049280	ENSMUST00000214861.Olfr509	reg_10499	ENSMUST00000214861.Olfr509.27250	many2many
ENSMUSG00000049280	ENSMUST00000214861.Olfr509	reg_126	ENSMUST00000214861.Olfr509.74470	many2many
ENSMUSG00000049280	ENSMUST00000214861.Olfr509	reg_4691	ENSMUST00000214861.Olfr509.118910	many2many
ENSMUSG00000049280	ENSMUST00000213756.Olfr509	reg_126	ENSMUST00000213756.Olfr509.74470	many2many
ENSMUSG00000049280	ENSMUST00000213756.Olfr509	reg_4691	ENSMUST00000213756.Olfr509.118910	many2many
ENSMUSG00000049280	ENSMUST00000213756.Olfr509	reg_10499	ENSMUST00000213756.Olfr509.27250	many2many
ENSMUSG00000049280	ENSMUST00000061690.Olfr509	reg_10499	ENSMUST00000061690.Olfr509.27250	many2many
ENSMUSG00000111174	ENSMUST00000215362.Olfr1240	reg_3608	ENSMUST00000215362.Olfr1240.36896	many2many
ENSMUSG00000111174	ENSMUST00000216123.Olfr1240	reg_1766	ENSMUST00000216123.Olfr1240.108436	many2many
ENSMUSG00000111174	ENSMUST00000216123.Olfr1240	reg_3608	ENSMUST00000216123.Olfr1240.36896	many2many
ENSMUSG00000111174	ENSMUST00000216123.Olfr1240	reg_12612	ENSMUST00000216123.Olfr1240.47886	many2many
ENSMUSG00000111174	ENSMUST00000216123.Olfr1240	reg_3607	ENSMUST00000216123.Olfr1240.53134	many2many
ENSMUSG00000111174	ENSMUST00000216123.Olfr1240	reg_413	ENSMUST00000216123.Olfr1240.75380	many2many
ENSMUSG00000096714	ENSMUST00000215952.Olfr699	reg_172	ENSMUST00000215952.Olfr699.72962	many2many
ENSMUSG00000096714	ENSMUST00000215952.Olfr699	reg_920	ENSMUST00000215952.Olfr699.59292	many2many
ENSMUSG00000096714	ENSMUST00000215952.Olfr699	reg_2801	ENSMUST00000215952.Olfr699.104515	many2many
ENSMUSG00000096714	ENSMUST00000215952.Olfr699	reg_75	ENSMUST00000215952.Olfr699.82531	many2many
ENSMUSG00000096714	ENSMUST00000216307.Olfr699	reg_75	ENSMUST00000216307.Olfr699.82531	many2many
ENSMUSG00000096714	ENSMUST00000216307.Olfr699	reg_2801	ENSMUST00000216307.Olfr699.104515	many2many
ENSMUSG00000096714	ENSMUST00000216307.Olfr699	reg_920	ENSMUST00000216307.Olfr699.59292	many2many
ENSMUSG00000096714	ENSMUST00000216307.Olfr699	reg_172	ENSMUST00000216307.Olfr699.72962	many2many
ENSMUSG00000096714	ENSMUST00000065024.Olfr699	reg_172	ENSMUST00000065024.Olfr699.72962	many2many
ENSMUSG00000096714	ENSMUST00000065024.Olfr699	reg_920	ENSMUST00000065024.Olfr699.59292	many2many
ENSMUSG00000073901	ENSMUST00000216254.Olfr703	reg_106	ENSMUST00000216254.Olfr703.43692	many2many
ENSMUSG00000073901	ENSMUST00000216254.Olfr703	reg_3082	ENSMUST00000216254.Olfr703.78666	many2many
ENSMUSG00000073901	ENSMUST00000216254.Olfr703	reg_2233	ENSMUST00000216254.Olfr703.102154	many2many
ENSMUSG00000073901	ENSMUST00000216254.Olfr703	reg_6658	ENSMUST00000216254.Olfr703.61887	many2many
ENSMUSG00000073901	ENSMUST00000216254.Olfr703	reg_172	ENSMUST00000216254.Olfr703.67367	many2many
ENSMUSG00000073901	ENSMUST00000216254.Olfr703	reg_1797	ENSMUST00000216254.Olfr703.56519	many2many
ENSMUSG00000040328	ENSMUST00000056759.Olfr56	reg_2232	ENSMUST00000056759.Olfr56.90305	many2many
ENSMUSG00000040328	ENSMUST00000056759.Olfr56	reg_10108	ENSMUST00000056759.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000203149.Olfr56	reg_10108	ENSMUST00000203149.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000203149.Olfr56	reg_2232	ENSMUST00000203149.Olfr56.90305	many2many
ENSMUSG00000040328	ENSMUST00000239127.Olfr56	reg_2232	ENSMUST00000239127.Olfr56.90305	many2many
ENSMUSG00000040328	ENSMUST00000239127.Olfr56	reg_10108	ENSMUST00000239127.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000179282.Olfr56	reg_2232	ENSMUST00000179282.Olfr56.90305	many2many
ENSMUSG00000040328	ENSMUST00000179282.Olfr56	reg_10108	ENSMUST00000179282.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000203810.Olfr56	reg_10108	ENSMUST00000203810.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000203810.Olfr56	reg_2232	ENSMUST00000203810.Olfr56.90305	many2many
ENSMUSG00000040328	ENSMUST00000102785.Olfr56	reg_10108	ENSMUST00000102785.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000102785.Olfr56	reg_2232	ENSMUST00000102785.Olfr56.90305	many2many
ENSMUSG00000040328	ENSMUST00000238881.Olfr56	reg_10108	ENSMUST00000238881.Olfr56.39314	many2many
ENSMUSG00000040328	ENSMUST00000238881.Olfr56	reg_2232	ENSMUST00000238881.Olfr56.90305	many2many
ENSMUSG00000044039	ENSMUST00000104889.Olfr1288	reg_14676	ENSMUST00000104889.Olfr1288.48447	many2many
ENSMUSG00000044039	ENSMUST00000104889.Olfr1288	reg_690	ENSMUST00000104889.Olfr1288.112375	many2many
ENSMUSG00000044039	ENSMUST00000214816.Olfr1288	reg_14676	ENSMUST00000214816.Olfr1288.48447	many2many
ENSMUSG00000044039	ENSMUST00000214816.Olfr1288	reg_690	ENSMUST00000214816.Olfr1288.112375	many2many
ENSMUSG00000063867	ENSMUST00000214168.Olfr1511	reg_3082	ENSMUST00000214168.Olfr1511.101066	many2many
ENSMUSG00000075202	ENSMUST00000099908.Olfr1042	reg_11638	ENSMUST00000099908.Olfr1042.33359	many2many
ENSMUSG00000064084	ENSMUST00000217059.Olfr1202	reg_9184	ENSMUST00000217059.Olfr1202.69105	many2many
ENSMUSG00000064084	ENSMUST00000214703.Olfr1202	reg_9184	ENSMUST00000214703.Olfr1202.69105	many2many
ENSMUSG00000064084	ENSMUST00000072057.Olfr1202	reg_9184	ENSMUST00000072057.Olfr1202.69105	many2many
ENSMUSG00000046650	ENSMUST00000216145.Olfr1440	reg_6478	ENSMUST00000216145.Olfr1440.3950	many2many
ENSMUSG00000046650	ENSMUST00000217062.Olfr1440	reg_6478	ENSMUST00000217062.Olfr1440.3950	many2many
ENSMUSG00000046650	ENSMUST00000054567.Olfr1440	reg_6478	ENSMUST00000054567.Olfr1440.3950	many2many
ENSMUSG00000046650	ENSMUST00000213657.Olfr1440	reg_6478	ENSMUST00000213657.Olfr1440.3950	many2many
ENSMUSG00000094745	ENSMUST00000214818.Olfr954	reg_568	ENSMUST00000214818.Olfr954.123646	many2many
ENSMUSG00000047716	ENSMUST00000213755.Olfr736	reg_2233	ENSMUST00000213755.Olfr736.117419	many2many
ENSMUSG00000047716	ENSMUST00000215263.Olfr736	reg_2233	ENSMUST00000215263.Olfr736.117419	many2many
ENSMUSG00000047716	ENSMUST00000215227.Olfr736	reg_2233	ENSMUST00000215227.Olfr736.117419	many2many
ENSMUSG00000047716	ENSMUST00000213402.Olfr736	reg_2233	ENSMUST00000213402.Olfr736.117419	many2many
ENSMUSG00000052625	ENSMUST00000214130.Olfr851	reg_2002	ENSMUST00000214130.Olfr851.33709	many2many
ENSMUSG00000075195	ENSMUST00000215607.Olfr1048	reg_107	ENSMUST00000215607.Olfr1048.17042	many2many
ENSMUSG00000075195	ENSMUST00000215607.Olfr1048	reg_585	ENSMUST00000215607.Olfr1048.122595	many2many
ENSMUSG00000070382	ENSMUST00000214485.Olfr391	reg_2801	ENSMUST00000214485.Olfr391.102368	many2many
ENSMUSG00000059867	ENSMUST00000216584.Olfr960	reg_3231	ENSMUST00000216584.Olfr960.29922	many2many
ENSMUSG00000059867	ENSMUST00000216584.Olfr960	reg_4395	ENSMUST00000216584.Olfr960.629958	many2many
ENSMUSG00000059867	ENSMUST00000077060.Olfr960	reg_4395	ENSMUST00000077060.Olfr960.629958	many2many
ENSMUSG00000059867	ENSMUST00000077060.Olfr960	reg_3231	ENSMUST00000077060.Olfr960.29922	many2many
ENSMUSG00000075196	ENSMUST00000216056.Olfr1047	reg_3074	ENSMUST00000216056.Olfr1047.34869	many2many
ENSMUSG00000075196	ENSMUST00000216056.Olfr1047	reg_110	ENSMUST00000216056.Olfr1047.17042	many2many
ENSMUSG00000075196	ENSMUST00000099901.Olfr1047	reg_3074	ENSMUST00000099901.Olfr1047.34869	many2many
ENSMUSG00000094692	ENSMUST00000214853.Olfr738	reg_12097	ENSMUST00000214853.Olfr738.32937	many2many
ENSMUSG00000094692	ENSMUST00000214320.Olfr738	reg_12097	ENSMUST00000214320.Olfr738.32937	many2many
ENSMUSG00000062757	ENSMUST00000216950.Olfr1206	reg_46	ENSMUST00000216950.Olfr1206.130880	many2many
