t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSMUSG00000048299	ENSMUST00000050807.Olfr148	reg_1307	ENSMUST00000050807.Olfr148.24099	many2many
ENSMUSG00000048299	ENSMUST00000050807.Olfr148	reg_4	ENSMUST00000050807.Olfr148.51884	many2many
ENSMUSG00000048299	ENSMUST00000216801.Olfr148	reg_3217	ENSMUST00000216801.Olfr148.7888	many2many
ENSMUSG00000048299	ENSMUST00000216801.Olfr148	reg_1307	ENSMUST00000216801.Olfr148.24099	many2many
ENSMUSG00000048299	ENSMUST00000216801.Olfr148	reg_4	ENSMUST00000216801.Olfr148.51884	many2many
ENSMUSG00000075158	ENSMUST00000099860.Olfr1111	reg_6370	ENSMUST00000099860.Olfr1111.11585	many2many
ENSMUSG00000075158	ENSMUST00000214492.Olfr1111	reg_6370	ENSMUST00000214492.Olfr1111.11585	many2many
ENSMUSG00000075158	ENSMUST00000216378.Olfr1111	reg_6370	ENSMUST00000216378.Olfr1111.11585	many2many
ENSMUSG00000045148	ENSMUST00000214508.Olfr1255	reg_11918	ENSMUST00000214508.Olfr1255.28167	many2many
ENSMUSG00000045148	ENSMUST00000057369.Olfr1255	reg_11918	ENSMUST00000057369.Olfr1255.28167	many2many
ENSMUSG00000062103	ENSMUST00000072977.Olfr924	reg_1921	ENSMUST00000072977.Olfr924.26713	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_2279	ENSMUST00000217350.Olfr924.86124	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_4223	ENSMUST00000217350.Olfr924.49065	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_612	ENSMUST00000217350.Olfr924.41388	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_351	ENSMUST00000217350.Olfr924.35426	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_145	ENSMUST00000217350.Olfr924.32933	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_2562	ENSMUST00000217350.Olfr924.34371	many2many
ENSMUSG00000062103	ENSMUST00000217350.Olfr924	reg_1921	ENSMUST00000217350.Olfr924.26713	many2many
ENSMUSG00000094612	ENSMUST00000053179.Olfr491	reg_2072	ENSMUST00000053179.Olfr491.41122	many2many
ENSMUSG00000094612	ENSMUST00000053179.Olfr491	reg_587	ENSMUST00000053179.Olfr491.28379	many2many
ENSMUSG00000094612	ENSMUST00000053179.Olfr491	reg_5670	ENSMUST00000053179.Olfr491.29076	many2many
ENSMUSG00000094612	ENSMUST00000214605.Olfr491	reg_5670	ENSMUST00000214605.Olfr491.29076	many2many
ENSMUSG00000094612	ENSMUST00000214605.Olfr491	reg_587	ENSMUST00000214605.Olfr491.28379	many2many
ENSMUSG00000094612	ENSMUST00000214605.Olfr491	reg_2072	ENSMUST00000214605.Olfr491.41122	many2many
ENSMUSG00000094612	ENSMUST00000209545.Olfr491	reg_2072	ENSMUST00000209545.Olfr491.41122	many2many
ENSMUSG00000094612	ENSMUST00000209545.Olfr491	reg_587	ENSMUST00000209545.Olfr491.28379	many2many
ENSMUSG00000094612	ENSMUST00000209545.Olfr491	reg_5670	ENSMUST00000209545.Olfr491.29076	many2many
ENSMUSG00000059023	ENSMUST00000216213.Olfr1201	reg_3171	ENSMUST00000216213.Olfr1201.156039	many2many
ENSMUSG00000059023	ENSMUST00000216213.Olfr1201	reg_378	ENSMUST00000216213.Olfr1201.32056	many2many
ENSMUSG00000059023	ENSMUST00000073458.Olfr1201	reg_3171	ENSMUST00000073458.Olfr1201.156039	many2many
ENSMUSG00000059023	ENSMUST00000073458.Olfr1201	reg_378	ENSMUST00000073458.Olfr1201.32056	many2many
ENSMUSG00000067513	ENSMUST00000087812.Olfr1436	reg_9130	ENSMUST00000087812.Olfr1436.118149	many2many
ENSMUSG00000067513	ENSMUST00000087812.Olfr1436	reg_3431	ENSMUST00000087812.Olfr1436.232599	many2many
ENSMUSG00000051528	ENSMUST00000214751.Olfr424	reg_2033	ENSMUST00000214751.Olfr424.2926	many2many
ENSMUSG00000051528	ENSMUST00000053941.Olfr424	reg_2033	ENSMUST00000053941.Olfr424.2926	many2many
ENSMUSG00000049149	ENSMUST00000111516.Olfr1258	reg_5418	ENSMUST00000111516.Olfr1258.43897	many2many
ENSMUSG00000049149	ENSMUST00000111516.Olfr1258	reg_1302	ENSMUST00000111516.Olfr1258.29595	many2many
ENSMUSG00000049149	ENSMUST00000111516.Olfr1258	reg_6653	ENSMUST00000111516.Olfr1258.22301	many2many
ENSMUSG00000049149	ENSMUST00000111516.Olfr1258	reg_10080	ENSMUST00000111516.Olfr1258.79202	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_1302	ENSMUST00000213720.Olfr1258.29595	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_3159	ENSMUST00000213720.Olfr1258.50107	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_4413	ENSMUST00000213720.Olfr1258.43822	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_861	ENSMUST00000213720.Olfr1258.46297	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_10080	ENSMUST00000213720.Olfr1258.79202	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_4543	ENSMUST00000213720.Olfr1258.34536	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_5418	ENSMUST00000213720.Olfr1258.43897	many2many
ENSMUSG00000049149	ENSMUST00000213720.Olfr1258	reg_6653	ENSMUST00000213720.Olfr1258.22301	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_6653	ENSMUST00000102609.Olfr1258.22301	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_1302	ENSMUST00000102609.Olfr1258.29595	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_4413	ENSMUST00000102609.Olfr1258.43822	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_5418	ENSMUST00000102609.Olfr1258.43897	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_10080	ENSMUST00000102609.Olfr1258.79202	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_3159	ENSMUST00000102609.Olfr1258.50107	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_861	ENSMUST00000102609.Olfr1258.46297	many2many
ENSMUSG00000049149	ENSMUST00000102609.Olfr1258	reg_4543	ENSMUST00000102609.Olfr1258.34536	many2many
ENSMUSG00000060017	ENSMUST00000174675.Olfr121	reg_1222	ENSMUST00000174675.Olfr121.44298	many2many
ENSMUSG00000060017	ENSMUST00000074555.Olfr121	reg_1222	ENSMUST00000074555.Olfr121.44298	many2many
ENSMUSG00000059821	ENSMUST00000216839.Olfr847	reg_3800	ENSMUST00000216839.Olfr847.39704	many2many
ENSMUSG00000059821	ENSMUST00000079620.Olfr847	reg_3800	ENSMUST00000079620.Olfr847.39704	many2many
ENSMUSG00000045225	ENSMUST00000213308.Olfr1152	reg_990	ENSMUST00000213308.Olfr1152.27531	many2many
ENSMUSG00000060827	ENSMUST00000216767.Olfr1193	reg_2476	ENSMUST00000216767.Olfr1193.31347	many2many
ENSMUSG00000060827	ENSMUST00000216767.Olfr1193	reg_7468	ENSMUST00000216767.Olfr1193.41530	many2many
ENSMUSG00000060827	ENSMUST00000213893.Olfr1193	reg_7468	ENSMUST00000213893.Olfr1193.41530	many2many
ENSMUSG00000060827	ENSMUST00000213893.Olfr1193	reg_2476	ENSMUST00000213893.Olfr1193.31347	many2many
ENSMUSG00000050813	ENSMUST00000180165.Olfr332	reg_1224	ENSMUST00000180165.Olfr332.45686	many2many
ENSMUSG00000050813	ENSMUST00000180165.Olfr332	reg_2562	ENSMUST00000180165.Olfr332.75029	many2many
ENSMUSG00000050813	ENSMUST00000180165.Olfr332	reg_4224	ENSMUST00000180165.Olfr332.38715	many2many
ENSMUSG00000050813	ENSMUST00000180165.Olfr332	reg_511	ENSMUST00000180165.Olfr332.129678	many2many
ENSMUSG00000063173	ENSMUST00000217571.Olfr811	reg_5010	ENSMUST00000217571.Olfr811.43251	many2many
ENSMUSG00000063173	ENSMUST00000217571.Olfr811	reg_1956	ENSMUST00000217571.Olfr811.24963	many2many
ENSMUSG00000063173	ENSMUST00000076437.Olfr811	reg_5010	ENSMUST00000076437.Olfr811.43251	many2many
ENSMUSG00000063173	ENSMUST00000215058.Olfr811	reg_5010	ENSMUST00000215058.Olfr811.43251	many2many
ENSMUSG00000063173	ENSMUST00000215058.Olfr811	reg_1956	ENSMUST00000215058.Olfr811.24963	many2many
ENSMUSG00000047594	ENSMUST00000215371.Olfr1122	reg_986	ENSMUST00000215371.Olfr1122.27860	many2many
ENSMUSG00000047594	ENSMUST00000215371.Olfr1122	reg_512	ENSMUST00000215371.Olfr1122.59342	many2many
ENSMUSG00000047594	ENSMUST00000056435.Olfr1122	reg_986	ENSMUST00000056435.Olfr1122.27860	many2many
ENSMUSG00000062649	ENSMUST00000215065.Olfr44	reg_1984	ENSMUST00000215065.Olfr44.21403	many2many
ENSMUSG00000062649	ENSMUST00000216316.Olfr44	reg_1984	ENSMUST00000216316.Olfr44.21403	many2many
ENSMUSG00000062649	ENSMUST00000077757.Olfr44	reg_1984	ENSMUST00000077757.Olfr44.21403	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_2	ENSMUST00000215049.Olfr937.24803	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_351	ENSMUST00000215049.Olfr937.46730	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_1224	ENSMUST00000215049.Olfr937.36691	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_3448	ENSMUST00000215049.Olfr937.36889	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_612	ENSMUST00000215049.Olfr937.50472	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_2562	ENSMUST00000215049.Olfr937.31089	many2many
ENSMUSG00000094182	ENSMUST00000215049.Olfr937	reg_1749	ENSMUST00000215049.Olfr937.58689	many2many
ENSMUSG00000057801	ENSMUST00000213217.Olfr135	reg_1064	ENSMUST00000213217.Olfr135.36117	many2many
ENSMUSG00000057801	ENSMUST00000213217.Olfr135	reg_12610	ENSMUST00000213217.Olfr135.45401	many2many
ENSMUSG00000072708	ENSMUST00000215358.Olfr381	reg_3376	ENSMUST00000215358.Olfr381.82186	many2many
ENSMUSG00000072708	ENSMUST00000215358.Olfr381	reg_2024	ENSMUST00000215358.Olfr381.27428	many2many
ENSMUSG00000072708	ENSMUST00000215358.Olfr381	reg_17327	ENSMUST00000215358.Olfr381.52694	many2many
ENSMUSG00000072708	ENSMUST00000078358.Olfr381	reg_2024	ENSMUST00000078358.Olfr381.27428	many2many
ENSMUSG00000072708	ENSMUST00000214623.Olfr381	reg_3376	ENSMUST00000214623.Olfr381.82186	many2many
ENSMUSG00000072708	ENSMUST00000214623.Olfr381	reg_17327	ENSMUST00000214623.Olfr381.52694	many2many
ENSMUSG00000072708	ENSMUST00000214623.Olfr381	reg_2024	ENSMUST00000214623.Olfr381.27428	many2many
ENSMUSG00000072708	ENSMUST00000119863.Olfr381	reg_2024	ENSMUST00000119863.Olfr381.27428	many2many
ENSMUSG00000072708	ENSMUST00000119863.Olfr381	reg_3376	ENSMUST00000119863.Olfr381.82186	many2many
ENSMUSG00000072708	ENSMUST00000119863.Olfr381	reg_17327	ENSMUST00000119863.Olfr381.52694	many2many
ENSMUSG00000057050	ENSMUST00000121280.Olfr397	reg_6744	ENSMUST00000121280.Olfr397.28944	many2many
ENSMUSG00000057050	ENSMUST00000213134.Olfr397	reg_6744	ENSMUST00000213134.Olfr397.28944	many2many
ENSMUSG00000057050	ENSMUST00000216291.Olfr397	reg_6744	ENSMUST00000216291.Olfr397.28944	many2many
ENSMUSG00000049648	ENSMUST00000051520.Olfr273	reg_11322	ENSMUST00000051520.Olfr273.21818	many2many
ENSMUSG00000049648	ENSMUST00000107670.Olfr273	reg_11322	ENSMUST00000107670.Olfr273.21818	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_6744	ENSMUST00000215083.Olfr998.60215	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_2033	ENSMUST00000215083.Olfr998.233087	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_11633	ENSMUST00000215083.Olfr998.145588	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_3763	ENSMUST00000215083.Olfr998.32104	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_3216	ENSMUST00000215083.Olfr998.123672	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_3170	ENSMUST00000215083.Olfr998.362112	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_4679	ENSMUST00000215083.Olfr998.141439	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_3767	ENSMUST00000215083.Olfr998.83763	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_983	ENSMUST00000215083.Olfr998.97624	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_4630	ENSMUST00000215083.Olfr998.41709	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_5635	ENSMUST00000215083.Olfr998.64416	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_5631	ENSMUST00000215083.Olfr998.91117	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_1171	ENSMUST00000215083.Olfr998.120500	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_3165	ENSMUST00000215083.Olfr998.227393	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_5223	ENSMUST00000215083.Olfr998.56429	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_1736	ENSMUST00000215083.Olfr998.88262	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_2990	ENSMUST00000215083.Olfr998.96913	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_651	ENSMUST00000215083.Olfr998.411552	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_5634	ENSMUST00000215083.Olfr998.64213	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_512	ENSMUST00000215083.Olfr998.122455	many2many
ENSMUSG00000111454	ENSMUST00000215083.Olfr998	reg_222	ENSMUST00000215083.Olfr998.41255	many2many
