t_gene	t_transcript	q_gene	q_transcript	orthology_class
ENSG00000186513	ENST00000641291.OR9Q2	reg_1492	ENST00000641291.OR9Q2.82691	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_233	ENST00000641291.OR9Q2.76405	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_966	ENST00000641291.OR9Q2.186979	many2many
ENSG00000186513	ENST00000641291.OR9Q2	reg_1702	ENST00000641291.OR9Q2.391152	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_3529	ENST00000555099.OR4C13.45757	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_17090	ENST00000555099.OR4C13.55435	many2many
ENSG00000258817	ENST00000555099.OR4C13	reg_3259	ENST00000555099.OR4C13.54198	many2many
ENSG00000186886	ENST00000641440.OR5D3P	reg_3388	ENST00000641440.OR5D3P.30858	many2many
ENSG00000186886	ENST00000641440.OR5D3P	reg_232	ENST00000641440.OR5D3P.64273	many2many
ENSG00000183303	ENST00000329434.OR5P2	reg_11219	ENST00000329434.OR5P2.61554	many2many
ENSG00000183303	ENST00000329434.OR5P2	reg_19205	ENST00000329434.OR5P2.48477	many2many
ENSG00000183303	ENST00000329434.OR5P2	reg_759	ENST00000329434.OR5P2.57406	many2many
ENSG00000183303	ENST00000329434.OR5P2	reg_10290	ENST00000329434.OR5P2.60648	many2many
ENSG00000176294	ENST00000557677.OR4N2	reg_2304	ENST00000557677.OR4N2.67727	many2many
ENSG00000176294	ENST00000557677.OR4N2	reg_232	ENST00000557677.OR4N2.70979	many2many
ENSG00000172742	ENST00000641278.OR4D9	reg_1362	ENST00000641278.OR4D9.100287	many2many
ENSG00000172742	ENST00000641278.OR4D9	reg_964	ENST00000641278.OR4D9.79213	many2many
ENSG00000221882	ENST00000408891.OR3A2	reg_4225	ENST00000408891.OR3A2.64174	many2many
ENSG00000221882	ENST00000408891.OR3A2	reg_3931	ENST00000408891.OR3A2.39999	many2many
ENSG00000221882	ENST00000408891.OR3A2	reg_3672	ENST00000408891.OR3A2.80648	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_4226	ENST00000642052.OR3A2.69453	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_1491	ENST00000642052.OR3A2.75754	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_4225	ENST00000642052.OR3A2.64174	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_966	ENST00000642052.OR3A2.92876	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_3672	ENST00000642052.OR3A2.80648	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_5527	ENST00000642052.OR3A2.107965	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_3164	ENST00000642052.OR3A2.122956	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_3931	ENST00000642052.OR3A2.39999	many2many
ENSG00000221882	ENST00000642052.OR3A2	reg_5871	ENST00000642052.OR3A2.88030	many2many
ENSG00000167825	ENST00000301532.OR5I1	reg_1138	ENST00000301532.OR5I1.335967	many2many
ENSG00000167825	ENST00000301532.OR5I1	reg_1046	ENST00000301532.OR5I1.102985	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_1153	ENST00000332238.OR4F15.277103	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_4096	ENST00000332238.OR4F15.513795	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_717	ENST00000332238.OR4F15.102755	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_235	ENST00000332238.OR4F15.326263	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_1703	ENST00000332238.OR4F15.527248	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_1363	ENST00000332238.OR4F15.120605	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_239	ENST00000332238.OR4F15.404071	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_963	ENST00000332238.OR4F15.91711	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_2303	ENST00000332238.OR4F15.102743	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_2306	ENST00000332238.OR4F15.126502	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_2305	ENST00000332238.OR4F15.126810	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_6176	ENST00000332238.OR4F15.483386	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_2302	ENST00000332238.OR4F15.143881	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_3285	ENST00000332238.OR4F15.28434	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_715	ENST00000332238.OR4F15.93613	many2many
ENSG00000182854	ENST00000332238.OR4F15	reg_7507	ENST00000332238.OR4F15.106182	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_759	ENST00000641865.OR5B3.58083	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_888	ENST00000641865.OR5B3.46193	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_9492	ENST00000641865.OR5B3.70937	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_15205	ENST00000641865.OR5B3.67784	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_889	ENST00000641865.OR5B3.29188	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_1818	ENST00000641865.OR5B3.54975	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_9085	ENST00000641865.OR5B3.46177	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_9084	ENST00000641865.OR5B3.47363	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_760	ENST00000641865.OR5B3.52016	many2many
ENSG00000172769	ENST00000641865.OR5B3	reg_1819	ENST00000641865.OR5B3.44776	many2many
ENSG00000198965	ENST00000368152.OR10R2	reg_3672	ENST00000368152.OR10R2.1324572	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_232	ENST00000641067.OR10R2.98410	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_2379	ENST00000641067.OR10R2.105852	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_2815	ENST00000641067.OR10R2.108189	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_759	ENST00000641067.OR10R2.110128	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_234	ENST00000641067.OR10R2.90064	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_236	ENST00000641067.OR10R2.138343	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_1941	ENST00000641067.OR10R2.64441	many2many
ENSG00000198965	ENST00000641067.OR10R2	reg_3672	ENST00000641067.OR10R2.1324572	many2many
ENSG00000198965	ENST00000641400.OR10R2	reg_3672	ENST00000641400.OR10R2.1324572	many2many
ENSG00000150261	ENST00000279783.OR8K1	reg_6035	ENST00000279783.OR8K1.38819	many2many
ENSG00000187612	ENST00000344514.OR5W2	reg_1138	ENST00000344514.OR5W2.335967	many2many
ENSG00000187612	ENST00000344514.OR5W2	reg_1046	ENST00000344514.OR5W2.102985	many2many
ENSG00000187612	ENST00000344514.OR5W2	reg_7674	ENST00000344514.OR5W2.52830	many2many
ENSG00000187612	ENST00000344514.OR5W2	reg_4599	ENST00000344514.OR5W2.59478	many2many
ENSG00000187612	ENST00000344514.OR5W2	reg_2175	ENST00000344514.OR5W2.77280	many2many
ENSG00000187612	ENST00000344514.OR5W2	reg_4600	ENST00000344514.OR5W2.71842	many2many
ENSG00000172324	ENST00000641361.OR5A2	reg_241	ENST00000641361.OR5A2.141904	many2many
ENSG00000172324	ENST00000641361.OR5A2	reg_3735	ENST00000641361.OR5A2.11672	many2many
ENSG00000172324	ENST00000302040.OR5A2	reg_3735	ENST00000302040.OR5A2.11672	many2many
ENSG00000279395	ENST00000625203.OR5L1	reg_2805	ENST00000625203.OR5L1.363194	many2many
ENSG00000172362	ENST00000641921.OR5B12	reg_2805	ENST00000641921.OR5B12.58484	many2many
ENSG00000172362	ENST00000641921.OR5B12	reg_759	ENST00000641921.OR5B12.67493	many2many
ENSG00000172362	ENST00000641921.OR5B12	reg_9492	ENST00000641921.OR5B12.53195	many2many
ENSG00000197309	ENST00000641351.OR10D3	reg_238	ENST00000641351.OR10D3.237505	many2many
ENSG00000197309	ENST00000641351.OR10D3	reg_9642	ENST00000641351.OR10D3.22939	many2many
ENSG00000198452	ENST00000641545.OR14L1P	reg_2382	ENST00000641545.OR14L1P.16028	many2many
ENSG00000198452	ENST00000641545.OR14L1P	reg_5871	ENST00000641545.OR14L1P.79935	many2many
ENSG00000198452	ENST00000641545.OR14L1P	reg_759	ENST00000641545.OR14L1P.71064	many2many
ENSG00000198452	ENST00000641545.OR14L1P	reg_236	ENST00000641545.OR14L1P.61624	many2many
ENSG00000280314	ENST00000641662.OR8K3	reg_7038	ENST00000641662.OR8K3.44744	many2many
ENSG00000280314	ENST00000641662.OR8K3	reg_232	ENST00000641662.OR8K3.55804	many2many
ENSG00000280314	ENST00000641662.OR8K3	reg_6034	ENST00000641662.OR8K3.38819	many2many
ENSG00000280314	ENST00000641689.OR8K3	reg_240	ENST00000641689.OR8K3.17965	many2many
ENSG00000280314	ENST00000641689.OR8K3	reg_7038	ENST00000641689.OR8K3.44744	many2many
ENSG00000280314	ENST00000641689.OR8K3	reg_238	ENST00000641689.OR8K3.30277	many2many
ENSG00000280314	ENST00000641689.OR8K3	reg_19609	ENST00000641689.OR8K3.54044	many2many
ENSG00000280314	ENST00000641689.OR8K3	reg_232	ENST00000641689.OR8K3.55804	many2many
ENSG00000280314	ENST00000641689.OR8K3	reg_6034	ENST00000641689.OR8K3.38819	many2many
ENSG00000204700	ENST00000641417.OR2J2	reg_17078	ENST00000641417.OR2J2.284896	many2many
ENSG00000204700	ENST00000641417.OR2J2	reg_240	ENST00000641417.OR2J2.102972	many2many
ENSG00000236032	ENST00000641380.OR5H14	reg_1505	ENST00000641380.OR5H14.65176	many2many
ENSG00000236032	ENST00000641380.OR5H14	reg_4600	ENST00000641380.OR5H14.3783838	many2many
ENSG00000236032	ENST00000641380.OR5H14	reg_6234	ENST00000641380.OR5H14.87106	many2many
ENSG00000196944	ENST00000366475.OR2T4	reg_10399	ENST00000366475.OR2T4.66070	many2many
ENSG00000196944	ENST00000366475.OR2T4	reg_2205	ENST00000366475.OR2T4.50809	many2many
ENSG00000196944	ENST00000366475.OR2T4	reg_2866	ENST00000366475.OR2T4.65029	many2many
ENSG00000196944	ENST00000366473.OR2T4	reg_2205	ENST00000366473.OR2T4.50809	many2many
ENSG00000196944	ENST00000366473.OR2T4	reg_10399	ENST00000366473.OR2T4.66070	many2many
ENSG00000196944	ENST00000366473.OR2T4	reg_2866	ENST00000366473.OR2T4.65029	many2many
ENSG00000274102	ENST00000614722.OR4M2	reg_879	ENST00000614722.OR4M2.37287	many2many
ENSG00000279111	ENST00000623167.OR10X1	reg_1942	ENST00000623167.OR10X1.4737	many2many
ENSG00000254834	ENST00000526812.OR5M10	reg_759	ENST00000526812.OR5M10.48973	many2many
ENSG00000233412	ENST00000383696.OR5H15	reg_1505	ENST00000383696.OR5H15.56287	many2many
ENSG00000233412	ENST00000383696.OR5H15	reg_2183	ENST00000383696.OR5H15.65912	many2many
ENSG00000233412	ENST00000383696.OR5H15	reg_6234	ENST00000383696.OR5H15.95140	many2many
ENSG00000233412	ENST00000383696.OR5H15	reg_11693	ENST00000383696.OR5H15.131676	many2many
ENSG00000233412	ENST00000383696.OR5H15	reg_8182	ENST00000383696.OR5H15.71036	many2many
ENSG00000233412	ENST00000641450.OR5H15	reg_6234	ENST00000641450.OR5H15.95140	many2many
ENSG00000233412	ENST00000641450.OR5H15	reg_8182	ENST00000641450.OR5H15.71036	many2many
ENSG00000233412	ENST00000641450.OR5H15	reg_1505	ENST00000641450.OR5H15.56287	many2many
ENSG00000233412	ENST00000641450.OR5H15	reg_2183	ENST00000641450.OR5H15.65912	many2many
ENSG00000169484	ENST00000641793.OR4K14	reg_15806	ENST00000641793.OR4K14.27149	many2many
ENSG00000181927	ENST00000641760.OR4P4	reg_9391	ENST00000641760.OR4P4.57018	many2many
ENSG00000181927	ENST00000641760.OR4P4	reg_15806	ENST00000641760.OR4P4.852367	many2many
ENSG00000181927	ENST00000641760.OR4P4	reg_715	ENST00000641760.OR4P4.55485	many2many
ENSG00000127515	ENST00000641129.OR7A10	reg_7038	ENST00000641129.OR7A10.90268	many2many
ENSG00000127515	ENST00000641129.OR7A10	reg_10259	ENST00000641129.OR7A10.103311	many2many
ENSG00000127515	ENST00000641129.OR7A10	reg_1492	ENST00000641129.OR7A10.44851	many2many
ENSG00000127515	ENST00000641129.OR7A10	reg_1491	ENST00000641129.OR7A10.51727	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_1942	ENST00000641432.OR10K1.64441	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_10023	ENST00000641432.OR10K1.71300	many2many
ENSG00000173285	ENST00000641432.OR10K1	reg_3672	ENST00000641432.OR10K1.1324572	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_2304	ENST00000641925.OR2T2.77534	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_2815	ENST00000641925.OR2T2.88368	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_4154	ENST00000641925.OR2T2.60987	many2many
ENSG00000196240	ENST00000641925.OR2T2	reg_7506	ENST00000641925.OR2T2.214600	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_2815	ENST00000642130.OR2T2.88368	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_2304	ENST00000642130.OR2T2.77534	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_888	ENST00000642130.OR2T2.179310	many2many
ENSG00000196240	ENST00000642130.OR2T2	reg_4154	ENST00000642130.OR2T2.60987	many2many
ENSG00000176547	ENST00000319856.OR4C3	reg_6183	ENST00000319856.OR4C3.919050	many2many
ENSG00000176547	ENST00000319856.OR4C3	reg_16098	ENST00000319856.OR4C3.42865	many2many
ENSG00000172208	ENST00000624868.OR4X2	reg_3659	ENST00000624868.OR4X2.47884	many2many
ENSG00000172208	ENST00000624868.OR4X2	reg_718	ENST00000624868.OR4X2.12145	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_963	ENST00000319760.OR4A5.57198	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_760	ENST00000319760.OR4A5.71872	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_8169	ENST00000319760.OR4A5.57212	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_7506	ENST00000319760.OR4A5.24868	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_6002	ENST00000319760.OR4A5.44902	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_13931	ENST00000319760.OR4A5.50383	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_7507	ENST00000319760.OR4A5.35780	many2many
ENSG00000221840	ENST00000319760.OR4A5	reg_13573	ENST00000319760.OR4A5.43415	many2many
ENSG00000172487	ENST00000533152.OR8J1	reg_232	ENST00000533152.OR8J1.17965	many2many
ENSG00000172487	ENST00000533152.OR8J1	reg_15014	ENST00000533152.OR8J1.59078	many2many
ENSG00000172489	ENST00000303059.OR5T3	reg_241	ENST00000303059.OR5T3.17965	many2many
ENSG00000172489	ENST00000313033.OR5T3	reg_241	ENST00000313033.OR5T3.17965	many2many
ENSG00000172489	ENST00000313033.OR5T3	reg_6504	ENST00000313033.OR5T3.18349	many2many
ENSG00000182652	ENST00000642117.OR4Q3	reg_3659	ENST00000642117.OR4Q3.868431	many2many
ENSG00000182652	ENST00000642117.OR4Q3	reg_1942	ENST00000642117.OR4Q3.79169	many2many
ENSG00000182652	ENST00000642117.OR4Q3	reg_8592	ENST00000642117.OR4Q3.889880	many2many
ENSG00000182652	ENST00000642117.OR4Q3	reg_1363	ENST00000642117.OR4Q3.75367	many2many
ENSG00000182652	ENST00000642117.OR4Q3	reg_2805	ENST00000642117.OR4Q3.140270	many2many
ENSG00000182652	ENST00000331723.OR4Q3	reg_1363	ENST00000331723.OR4Q3.75367	many2many
ENSG00000182652	ENST00000331723.OR4Q3	reg_3659	ENST00000331723.OR4Q3.868431	many2many
ENSG00000182652	ENST00000331723.OR4Q3	reg_8592	ENST00000331723.OR4Q3.889880	many2many
ENSG00000204694	ENST00000377149.OR11A1	reg_3672	ENST00000377149.OR11A1.84246	many2many
ENSG00000204694	ENST00000377149.OR11A1	reg_1492	ENST00000377149.OR11A1.62629	many2many
ENSG00000204694	ENST00000377149.OR11A1	reg_11031	ENST00000377149.OR11A1.49716	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_965	ENST00000641993.OR5M3.85956	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_2304	ENST00000641993.OR5M3.73189	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_8375	ENST00000641993.OR5M3.80512	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_2303	ENST00000641993.OR5M3.103554	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_7917	ENST00000641993.OR5M3.181360	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_2302	ENST00000641993.OR5M3.82162	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_1683	ENST00000641993.OR5M3.192393	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_3387	ENST00000641993.OR5M3.98023	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_1705	ENST00000641993.OR5M3.199311	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_10258	ENST00000641993.OR5M3.248744	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_718	ENST00000641993.OR5M3.110945	many2many
ENSG00000174937	ENST00000641993.OR5M3	reg_9811	ENST00000641993.OR5M3.34843	many2many
